,ChampionshipWinner,Season,Championship,Country,CoachWinner 
2654,FK Partizan Belgrade,2010/2011,SuperligaSrbije_2010/2011,Serbia,Aleksandar Stanojevic
2655,FK Partizan Belgrade,2009/2010,SuperligaSrbije_2009/2010,Serbia,Aleksandar Stanojevic
2656,FK Partizan Belgrade,2008/2009,SuperligaSrbije_2008/2009,Serbia,Slavisa Jokanovic
2657,FK Partizan Belgrade,2007/2008,SuperligaSrbije_2007/2008,Serbia,Slavisa Jokanovic
2658,Red Star Belgrade,2006/2007,SuperligaSrbije_2006/2007,Serbia,Miodrag Jesic
2659,Red Star Belgrade,2005/2006,SuperligaSrbije_2005/2006,Serbia,-
2660,FK Partizan Belgrade,2004/2005,SuperligaSrbije_2004/2005,Serbia,Rade Zalad
2661,Red Star Belgrade,2003/2004,SuperligaSrbije_2003/2004,Serbia,Slavoljub Muslin
2662,FK Partizan Belgrade,2002/2003,SuperligaSrbije_2002/2003,Serbia,Lothar Matthäus
2663,Red Star Belgrade,2000/2001,SuperligaSrbije_2000/2001,Serbia,-
2664,Red Star Belgrade,1999/1900,SuperligaSrbije_1999/1900,Serbia,-
2665,FK Obilic,1997/1998,SuperligaSrbije_1997/1998,Serbia,-
2666,FK TSC Backa Topola,2018/2019,PrvaligaSrbije_2018/2019,Serbia,Zoltán Szabó
2667,FK Proleter Novi Sad,2017/2018,PrvaligaSrbije_2017/2018,Serbia,-
2668,FK Macva Sabac,2016/2017,PrvaligaSrbije_2016/2017,Serbia,-
2669,FK Napredak Krusevac,2015/2016,PrvaligaSrbije_2015/2016,Serbia,-
2670,FK Radnik Surdulica,2014/2015,PrvaligaSrbije_2014/2015,Serbia,Mladen Milinković
2671,FK Napredak Krusevac,2012/2013,PrvaligaSrbije_2012/2013,Serbia,-
2672,FK BASK Belgrad,2011/2012,PrvaligaSrbije_2011/2012,Serbia,-
2673,FK Indjija,2009/2010,PrvaligaSrbije_2009/2010,Serbia,-
2674,FK BSK Borca,2008/2009,PrvaligaSrbije_2008/2009,Serbia,-
2675,FK Javor-Matis Ivanjica,2007/2008,PrvaligaSrbije_2007/2008,Serbia,-
2676,Slovan Bratislava,2018/2019,FortunaLigaSlovakia_2018/2019,Slovakia,Martin Sevela
2677,Spartak Trnava,2017/2018,FortunaLigaSlovakia_2017/2018,Slovakia,Nestor El Maestro
2678,MSK Zilina,2016/2017,FortunaLigaSlovakia_2016/2017,Slovakia,Adrian Gula
2679,AS Trencin,2015/2016,FortunaLigaSlovakia_2015/2016,Slovakia,Martin Sevela
2680,AS Trencin,2014/2015,FortunaLigaSlovakia_2014/2015,Slovakia,Martin Sevela
2681,Slovan Bratislava,2013/2014,FortunaLigaSlovakia_2013/2014,Slovakia,-
2682,Slovan Bratislava,2012/2013,FortunaLigaSlovakia_2012/2013,Slovakia,-
2683,MSK Zilina,2011/2012,FortunaLigaSlovakia_2011/2012,Slovakia,-
2684,Slovan Bratislava,2010/2011,FortunaLigaSlovakia_2010/2011,Slovakia,-
2685,MSK Zilina,2009/2010,FortunaLigaSlovakia_2009/2010,Slovakia,Pavel Hapal
2686,Slovan Bratislava,2008/2009,FortunaLigaSlovakia_2008/2009,Slovakia,Ladislav Pecko
2687,FC Artmedia Petrzalka,2007/2008,FortunaLigaSlovakia_2007/2008,Slovakia,Pavel Vrba
2688,MSK Zilina,2006/2007,FortunaLigaSlovakia_2006/2007,Slovakia,-
2689,MFK Ruzomberok,2005/2006,FortunaLigaSlovakia_2005/2006,Slovakia,Frantisek Komnacký
2690,FC Artmedia Bratislava,2004/2005,FortunaLigaSlovakia_2004/2005,Slovakia,Vladimir Weiss
2691,MSK Zilina,2003/2004,FortunaLigaSlovakia_2003/2004,Slovakia,-
2692,MSK Zilina,2002/2003,FortunaLigaSlovakia_2002/2003,Slovakia,-
2693,MSK Zilina,2001/2002,FortunaLigaSlovakia_2001/2002,Slovakia,-
2694,Inter Bratislava,2000/2001,FortunaLigaSlovakia_2000/2001,Slovakia,-
2695,Inter Bratislava,1999/1900,FortunaLigaSlovakia_1999/1900,Slovakia,-
2696,Slovan Bratislava,1998/1999,FortunaLigaSlovakia_1998/1999,Slovakia,-
2697,1.FC Kosice,1997/1998,FortunaLigaSlovakia_1997/1998,Slovakia,Jan Kozak
2698,MFK Košice,1997/1998,FortunaLigaSlovakia_1997/1998,Slovakia,Jan Kozak
2699,MFK Košice,1996/1997,FortunaLigaSlovakia_1996/1997,Slovakia,Jan Kozak
2700,1.FC Kosice,1996/1997,FortunaLigaSlovakia_1996/1997,Slovakia,Jan Kozak
2701,Slovan Bratislava,1995/1996,FortunaLigaSlovakia_1995/1996,Slovakia,-
2702,Slovan Bratislava,1994/1995,FortunaLigaSlovakia_1994/1995,Slovakia,-
2703,Slovan Bratislava,1993/1994,FortunaLigaSlovakia_1993/1994,Slovakia,-
2704,NK Maribor,2018/2019,PrvaLiga_2018/2019,Slovenia,Darko Milanic
2705,NK Olimpija Ljubljana,2017/2018,PrvaLiga_2017/2018,Slovenia,Igor Biscan
2706,NK Maribor,2016/2017,PrvaLiga_2016/2017,Slovenia,Darko Milanic
2707,NK Olimpija Ljubljana,2015/2016,PrvaLiga_2015/2016,Slovenia,Marko Nikolic
2708,NK Maribor,2014/2015,PrvaLiga_2014/2015,Slovenia,-
2709,NK Maribor,2013/2014,PrvaLiga_2013/2014,Slovenia,-
2710,NK Maribor,2012/2013,PrvaLiga_2012/2013,Slovenia,Darko Milanic
2711,NK Maribor,2011/2012,PrvaLiga_2011/2012,Slovenia,Darko Milanic
2712,NK Maribor,2010/2011,PrvaLiga_2010/2011,Slovenia,Darko Milanic
2713,FC Koper,2009/2010,PrvaLiga_2009/2010,Slovenia,Oliver Bogatinov
2714,NK Maribor,2008/2009,PrvaLiga_2008/2009,Slovenia,Darko Milanic
2715,NK Domzale,2007/2008,PrvaLiga_2007/2008,Slovenia,Slavisa Stojanovic
2716,NK Domzale,2006/2007,PrvaLiga_2006/2007,Slovenia,Slavisa Stojanovic
2717,ND Gorica,2005/2006,PrvaLiga_2005/2006,Slovenia,-
2718,ND Gorica,2004/2005,PrvaLiga_2004/2005,Slovenia,-
2719,ND Gorica,2003/2004,PrvaLiga_2003/2004,Slovenia,-
2720,NK Maribor,2002/2003,PrvaLiga_2002/2003,Slovenia,Matjaz Kek
2721,NK Maribor,2001/2002,PrvaLiga_2001/2002,Slovenia,-
2722,NK Maribor,2000/2001,PrvaLiga_2000/2001,Slovenia,Matjaz Kek
2723,NK Maribor,1999/1900,PrvaLiga_1999/1900,Slovenia,-
2724,NK Maribor,1998/1999,PrvaLiga_1998/1999,Slovenia,-
2725,NK Maribor,1997/1998,PrvaLiga_1997/1998,Slovenia,-
2726,NK Maribor,1996/1997,PrvaLiga_1996/1997,Slovenia,-
2727,ND Gorica,1995/1996,PrvaLiga_1995/1996,Slovenia,-
2728,NK Olimpija Ljubljana,1994/1995,PrvaLiga_1994/1995,Slovenia,-
2729,NK Olimpija Ljubljana,1993/1994,PrvaLiga_1993/1994,Slovenia,-
2730,NK Olimpija Ljubljana,1992/1993,PrvaLiga_1992/1993,Slovenia,-
2731,NK Olimpija Ljubljana,1991/1992,PrvaLiga_1991/1992,Slovenia,-
2732,FC Barcelona,2018/2019,LaLiga_2018/2019,Spain,Ernesto Valverde
2733,FC Barcelona,2017/2018,LaLiga_2017/2018,Spain,Ernesto Valverde
2734,Real Madrid,2016/2017,LaLiga_2016/2017,Spain,Zinédine Zidane
2735,FC Barcelona,2015/2016,LaLiga_2015/2016,Spain,Luis Enrique
2736,FC Barcelona,2014/2015,LaLiga_2014/2015,Spain,Luis Enrique
2737,Atlético Madrid,2013/2014,LaLiga_2013/2014,Spain,Diego Simeone
2738,FC Barcelona,2012/2013,LaLiga_2012/2013,Spain,Tito Vilanova
2739,Real Madrid,2011/2012,LaLiga_2011/2012,Spain,José Mourinho
2740,FC Barcelona,2010/2011,LaLiga_2010/2011,Spain,Pep Guardiola
2741,FC Barcelona,2009/2010,LaLiga_2009/2010,Spain,Pep Guardiola
2742,FC Barcelona,2008/2009,LaLiga_2008/2009,Spain,Pep Guardiola
2743,Real Madrid,2007/2008,LaLiga_2007/2008,Spain,Bernd Schuster
2744,Real Madrid,2006/2007,LaLiga_2006/2007,Spain,Fabio Capello
2745,FC Barcelona,2005/2006,LaLiga_2005/2006,Spain,Frank Rijkaard
2746,FC Barcelona,2004/2005,LaLiga_2004/2005,Spain,Frank Rijkaard
2747,Valencia CF,2003/2004,LaLiga_2003/2004,Spain,Rafael Benítez
2748,Real Madrid,2002/2003,LaLiga_2002/2003,Spain,Vicente del Bosque
2749,Valencia CF,2001/2002,LaLiga_2001/2002,Spain,Rafael Benítez
2750,Real Madrid,2000/2001,LaLiga_2000/2001,Spain,Vicente del Bosque
2751,Deportivo de La Coruña,1999/1900,LaLiga_1999/1900,Spain,Javier Irureta
2752,FC Barcelona,1998/1999,LaLiga_1998/1999,Spain,Louis van Gaal
2753,FC Barcelona,1997/1998,LaLiga_1997/1998,Spain,Louis van Gaal
2754,Real Madrid,1996/1997,LaLiga_1996/1997,Spain,Fabio Capello
2755,Atlético Madrid,1995/1996,LaLiga_1995/1996,Spain,Radomir Antić
2756,Real Madrid,1994/1995,LaLiga_1994/1995,Spain,Jorge Valdano
2757,FC Barcelona,1993/1994,LaLiga_1993/1994,Spain,Johan Cruyff
2758,FC Barcelona,1992/1993,LaLiga_1992/1993,Spain,Johan Cruyff
2759,FC Barcelona,1991/1992,LaLiga_1991/1992,Spain,Johan Cruyff
2760,FC Barcelona,1990/1991,LaLiga_1990/1991,Spain,Johan Cruyff
2761,Real Madrid,1989/1990,LaLiga_1989/1990,Spain,John Toshack
2762,Real Madrid,1988/1989,LaLiga_1988/1989,Spain,Leo Beenhakker
2763,Real Madrid,1987/1988,LaLiga_1987/1988,Spain,Leo Beenhakker
2764,Real Madrid,1986/1987,LaLiga_1986/1987,Spain,Leo Beenhakker
2765,Real Madrid,1985/1986,LaLiga_1985/1986,Spain,Luis Molowny
2766,FC Barcelona,1984/1985,LaLiga_1984/1985,Spain,Terry Venables
2767,Athletic Bilbao,1983/1984,LaLiga_1983/1984,Spain,Javier Clemente
2768,Athletic Bilbao,1982/1983,LaLiga_1982/1983,Spain,Javier Clemente
2769,Real Sociedad,1981/1982,LaLiga_1981/1982,Spain,Alberto Ormaetxea
2770,Real Sociedad,1980/1981,LaLiga_1980/1981,Spain,Alberto Ormaetxea
2771,Real Madrid,1979/1980,LaLiga_1979/1980,Spain,Vujadin Boskov
2772,Real Madrid,1978/1979,LaLiga_1978/1979,Spain,Luis Molowny
2773,Real Madrid,1977/1978,LaLiga_1977/1978,Spain,Luis Molowny
2774,Atlético Madrid,1976/1977,LaLiga_1976/1977,Spain,Luis Aragonés
2775,Real Madrid,1975/1976,LaLiga_1975/1976,Spain,Miljan Miljanic
2776,Real Madrid,1974/1975,LaLiga_1974/1975,Spain,Miljan Miljanic
2777,FC Barcelona,1973/1974,LaLiga_1973/1974,Spain,Rinus Michels
2778,Atlético Madrid,1972/1973,LaLiga_1972/1973,Spain,Max Merkel
2779,Real Madrid,1971/1972,LaLiga_1971/1972,Spain,Miguel Munoz
2780,Valencia CF,1970/1971,LaLiga_1970/1971,Spain,Alfredo di Stéfano
2781,Atlético Madrid,1969/1970,LaLiga_1969/1970,Spain,Marcel Domingo
2782,Real Madrid,1968/1969,LaLiga_1968/1969,Spain,Miguel Munoz
2783,Real Madrid,1967/1968,LaLiga_1967/1968,Spain,Miguel Munoz
2784,Real Madrid,1966/1967,LaLiga_1966/1967,Spain,Miguel Munoz
2785,Atlético Madrid,1965/1966,LaLiga_1965/1966,Spain,Domingo Balmanya
2786,Real Madrid,1964/1965,LaLiga_1964/1965,Spain,Miguel Munoz
2787,Real Madrid,1963/1964,LaLiga_1963/1964,Spain,Miguel Munoz
2788,Real Madrid,1962/1963,LaLiga_1962/1963,Spain,Miguel Munoz
2789,Real Madrid,1961/1962,LaLiga_1961/1962,Spain,Miguel Munoz
2790,Real Madrid,1960/1961,LaLiga_1960/1961,Spain,Miguel Munoz
2791,FC Barcelona,1959/1960,LaLiga_1959/1960,Spain,Helenio Herrera
2792,FC Barcelona,1958/1959,LaLiga_1958/1959,Spain,Helenio Herrera
2793,Real Madrid,1957/1958,LaLiga_1957/1958,Spain,Luis Carniglia
2794,Real Madrid,1956/1957,LaLiga_1956/1957,Spain,José Villalonga
2795,Athletic Bilbao,1955/1956,LaLiga_1955/1956,Spain,Ferdinand Daucik
2796,Real Madrid,1954/1955,LaLiga_1954/1955,Spain,José Villalonga
2797,Real Madrid,1953/1954,LaLiga_1953/1954,Spain,Enrique Fernández †
2798,FC Barcelona,1952/1953,LaLiga_1952/1953,Spain,Ferdinand Daucik
2799,FC Barcelona,1951/1952,LaLiga_1951/1952,Spain,Ferdinand Daucik
2800,Atlético Madrid,1950/1951,LaLiga_1950/1951,Spain,Helenio Herrera
2801,Atlético Madrid,1949/1950,LaLiga_1949/1950,Spain,Helenio Herrera
2802,FC Barcelona,1948/1949,LaLiga_1948/1949,Spain,Enrique Fernández †
2803,FC Barcelona,1947/1948,LaLiga_1947/1948,Spain,Enrique Fernández †
2804,Valencia CF,1946/1947,LaLiga_1946/1947,Spain,Luis Casas Pasarín †
2805,Sevilla FC,1945/1946,LaLiga_1945/1946,Spain,Ramón Encinas
2806,FC Barcelona,1944/1945,LaLiga_1944/1945,Spain,Josep Samitier
2807,Valencia CF,1943/1944,LaLiga_1943/1944,Spain,Eduardo Cubells †
2808,Athletic Bilbao,1942/1943,LaLiga_1942/1943,Spain,Juan José Urquizu
2809,Valencia CF,1941/1942,LaLiga_1941/1942,Spain,Ramón Encinas
2810,Athletic-Aviación,1940/1941,LaLiga_1940/1941,Spain,Ricardo Zamora
2811,Athletic-Aviación,1939/1940,LaLiga_1939/1940,Spain,Ricardo Zamora
2812,Athletic Bilbao,1935/1936,LaLiga_1935/1936,Spain,William Garbutt
2813,Real Betis Balompié,1934/1935,LaLiga_1934/1935,Spain,Patrick O'Connell
2814,Athletic Bilbao,1933/1934,LaLiga_1933/1934,Spain,Patricio Caicedo †
2815,Real Madrid,1932/1933,LaLiga_1932/1933,Spain,Robert Firth †
2816,Real Madrid,1931/1932,LaLiga_1931/1932,Spain,Lippo Hertzka
2817,Athletic Bilbao,1930/1931,LaLiga_1930/1931,Spain,Fred Pentland
2818,Athletic Bilbao,1929/1930,LaLiga_1929/1930,Spain,Fred Pentland
2819,FC Barcelona,1928/1929,LaLiga_1928/1929,Spain,Romà Forns †
2820,Djurgardens IF,2018/2019,Allsvenskan_2018/2019,Sweden,-
2821,AIK,2017/2018,Allsvenskan_2017/2018,Sweden,Rikard Norling
2822,Malmö FF,2016/2017,Allsvenskan_2016/2017,Sweden,Magnus Pehrsson
2823,Malmö FF,2015/2016,Allsvenskan_2015/2016,Sweden,Allan Kuhn
2824,IFK Norrköping,2014/2015,Allsvenskan_2014/2015,Sweden,Janne Andersson
2825,Malmö FF,2013/2014,Allsvenskan_2013/2014,Sweden,Age Hareide
2826,Malmö FF,2012/2013,Allsvenskan_2012/2013,Sweden,Rikard Norling
2827,IF Elfsborg,2011/2012,Allsvenskan_2011/2012,Sweden,Jörgen Lennartsson
2828,Helsingborgs IF,2010/2011,Allsvenskan_2010/2011,Sweden,Conny Karlsson
2829,Malmö FF,2009/2010,Allsvenskan_2009/2010,Sweden,Roland Nilsson
2830,AIK,2008/2009,Allsvenskan_2008/2009,Sweden,Mikael Stahre
2831,Kalmar FF,2007/2008,Allsvenskan_2007/2008,Sweden,Nanne Bergstrand
2832,IFK Göteborg,2006/2007,Allsvenskan_2006/2007,Sweden,Jonas Olsson
2833,IF Elfsborg,2005/2006,Allsvenskan_2005/2006,Sweden,Magnus Haglund
2834,Djurgardens IF,2004/2005,Allsvenskan_2004/2005,Sweden,Kjell Jonevret
2835,Malmö FF,2003/2004,Allsvenskan_2003/2004,Sweden,-
2836,Djurgardens IF,2002/2003,Allsvenskan_2002/2003,Sweden,Sören Åkeby
2837,Djurgardens IF,2001/2002,Allsvenskan_2001/2002,Sweden,Sören Åkeby
2838,Hammarby IF,2000/2001,Allsvenskan_2000/2001,Sweden,Sören Cratz
2839,Halmstads BK,1999/2000,Allsvenskan_1999/2000,Sweden,Zoran Lukic
2840,Helsingborgs IF,1998/1999,Allsvenskan_1998/1999,Sweden,Age Hareide
2841,AIK,1997/1998,Allsvenskan_1997/1998,Sweden,Stuart Baxter
2842,Halmstads BK,1996/1997,Allsvenskan_1996/1997,Sweden,-
2843,IFK Göteborg,1995/1996,Allsvenskan_1995/1996,Sweden,-
2844,IFK Göteborg,1994/1995,Allsvenskan_1994/1995,Sweden,Roger Gustafsson
2845,IFK Göteborg,1993/1994,Allsvenskan_1993/1994,Sweden,Roger Gustafsson
2846,IFK Göteborg,1992/1993,Allsvenskan_1992/1993,Sweden,Roger Gustafsson
2847,AIK,1991/1992,Allsvenskan_1991/1992,Sweden,-
2848,IFK Göteborg,1990/1991,Allsvenskan_1990/1991,Sweden,Roger Gustafsson
2849,IFK Göteborg,1989/1990,Allsvenskan_1989/1990,Sweden,Roger Gustafsson
2850,IFK Norrköping,1988/1989,Allsvenskan_1988/1989,Sweden,-
2851,Malmö FF,1987/1988,Allsvenskan_1987/1988,Sweden,Roy Hodgson
2852,IFK Göteborg,1986/1987,Allsvenskan_1986/1987,Sweden,Gunder Bengtsson
2853,Malmö FF,1985/1986,Allsvenskan_1985/1986,Sweden,Roy Hodgson
2854,Örgryte IS,1984/1985,Allsvenskan_1984/1985,Sweden,-
2855,IFK Göteborg,1983/1984,Allsvenskan_1983/1984,Sweden,-
2856,IFK Göteborg,1982/1983,Allsvenskan_1982/1983,Sweden,-
2857,IFK Göteborg,1981/1982,Allsvenskan_1981/1982,Sweden,Gunder Bengtsson
2858,Östers IF,1980/1981,Allsvenskan_1980/1981,Sweden,-
2859,Östers IF,1979/1980,Allsvenskan_1979/1980,Sweden,-
2860,Halmstads BK,1978/1979,Allsvenskan_1978/1979,Sweden,Roy Hodgson
2861,Östers IF,1977/1978,Allsvenskan_1977/1978,Sweden,-
2862,Malmö FF,1976/1977,Allsvenskan_1976/1977,Sweden,-
2863,Halmstads BK,1975/1976,Allsvenskan_1975/1976,Sweden,Roy Hodgson
2864,Malmö FF,1974/1975,Allsvenskan_1974/1975,Sweden,-
2865,Malmö FF,1973/1974,Allsvenskan_1973/1974,Sweden,-
2866,Atvidabergs FF,1972/1973,Allsvenskan_1972/1973,Sweden,-
2867,Atvidabergs FF,1971/1972,Allsvenskan_1971/1972,Sweden,-
2868,Malmö FF,1970/1971,Allsvenskan_1970/1971,Sweden,-
2869,Malmö FF,1969/1970,Allsvenskan_1969/1970,Sweden,-
2870,IFK Göteborg,1968/1969,Allsvenskan_1968/1969,Sweden,-
2871,Östers IF,1967/1968,Allsvenskan_1967/1968,Sweden,-
2872,Malmö FF,1966/1967,Allsvenskan_1966/1967,Sweden,-
2873,Djurgardens IF,1965/1966,Allsvenskan_1965/1966,Sweden,Torsten Lindberg
2874,Malmö FF,1964/1965,Allsvenskan_1964/1965,Sweden,-
2875,Djurgardens IF,1963/1964,Allsvenskan_1963/1964,Sweden,Torsten Lindberg
2876,IFK Norrköping,1962/1963,Allsvenskan_1962/1963,Sweden,-
2877,IFK Norrköping,1961/1962,Allsvenskan_1961/1962,Sweden,-
2878,IF Elfsborg,1960/1961,Allsvenskan_1960/1961,Sweden,-
2879,IFK Norrköping,1959/1960,Allsvenskan_1959/1960,Sweden,-
2880,Djurgardens IF,1958/1959,Allsvenskan_1958/1959,Sweden,-
2881,IFK Göteborg,1957/1958,Allsvenskan_1957/1958,Sweden,-
2882,IFK Norrköping,1956/1957,Allsvenskan_1956/1957,Sweden,Karl Adamek
2883,IFK Norrköping,1955/1956,Allsvenskan_1955/1956,Sweden,Karl Adamek
2884,Djurgardens IF,1954/1955,Allsvenskan_1954/1955,Sweden,Frank Soo †
2885,GAIS Göteborg,1953/1954,Allsvenskan_1953/1954,Sweden,-
2886,Malmö FF,1952/1953,Allsvenskan_1952/1953,Sweden,-
2887,IFK Norrköping,1951/1952,Allsvenskan_1951/1952,Sweden,Karl Adamek
2888,Malmö FF,1950/1951,Allsvenskan_1950/1951,Sweden,-
2889,Malmö FF,1949/1950,Allsvenskan_1949/1950,Sweden,-
2890,Malmö FF,1948/1949,Allsvenskan_1948/1949,Sweden,-
2891,IFK Norrköping,1947/1948,Allsvenskan_1947/1948,Sweden,-
2892,IFK Norrköping,1946/1947,Allsvenskan_1946/1947,Sweden,-
2893,IFK Norrköping,1945/1946,Allsvenskan_1945/1946,Sweden,-
2894,IFK Norrköping,1944/1945,Allsvenskan_1944/1945,Sweden,-
2895,Malmö FF,1943/1944,Allsvenskan_1943/1944,Sweden,-
2896,IFK Norrköping,1942/1943,Allsvenskan_1942/1943,Sweden,-
2897,IFK Göteborg,1941/1942,Allsvenskan_1941/1942,Sweden,-
2898,Helsingborgs IF,1940/1941,Allsvenskan_1940/1941,Sweden,-
2899,IF Elfsborg,1939/1940,Allsvenskan_1939/1940,Sweden,-
2900,IF Elfsborg,1938/1939,Allsvenskan_1938/1939,Sweden,-
2901,IK Sleipner,1937/1938,Allsvenskan_1937/1938,Sweden,-
2902,AIK,1936/1937,Allsvenskan_1936/1937,Sweden,-
2903,IF Elfsborg,1935/1936,Allsvenskan_1935/1936,Sweden,-
2904,IFK Göteborg,1934/1935,Allsvenskan_1934/1935,Sweden,-
2905,Helsingborgs IF,1933/1934,Allsvenskan_1933/1934,Sweden,-
2906,Helsingborgs IF,1932/1933,Allsvenskan_1932/1933,Sweden,-
2907,AIK,1931/1932,Allsvenskan_1931/1932,Sweden,-
2908,GAIS Göteborg,1930/1931,Allsvenskan_1930/1931,Sweden,-
2909,Helsingborgs IF,1929/1930,Allsvenskan_1929/1930,Sweden,-
2910,Helsingborgs IF,1928/1929,Allsvenskan_1928/1929,Sweden,-
2911,Örgryte IS,1927/1928,Allsvenskan_1927/1928,Sweden,-
2912,GAIS Göteborg,1926/1927,Allsvenskan_1926/1927,Sweden,-
2913,Örgryte IS,1925/1926,Allsvenskan_1925/1926,Sweden,-
2914,GAIS Göteborg,1924/1925,Allsvenskan_1924/1925,Sweden,-
2915,Brynäs IF,1924/1925,Allsvenskan_1924/1925,Sweden,-
2916,Fässbergs IF,1923/1924,Allsvenskan_1923/1924,Sweden,-
2917,AIK,1922/1923,Allsvenskan_1922/1923,Sweden,-
2918,GAIS Göteborg,1921/1922,Allsvenskan_1921/1922,Sweden,-
2919,IFK Eskilstuna,1920/1921,Allsvenskan_1920/1921,Sweden,-
2920,Djurgardens IF,1919/1920,Allsvenskan_1919/1920,Sweden,-
2921,GAIS Göteborg,1918/1919,Allsvenskan_1918/1919,Sweden,-
2922,IFK Göteborg,1917/1918,Allsvenskan_1917/1918,Sweden,-
2923,Djurgardens IF,1916/1917,Allsvenskan_1916/1917,Sweden,-
2924,AIK,1915/1916,Allsvenskan_1915/1916,Sweden,-
2925,Djurgardens IF,1914/1915,Allsvenskan_1914/1915,Sweden,-
2926,AIK,1913/1914,Allsvenskan_1913/1914,Sweden,-
2927,Örgryte IS,1912/1913,Allsvenskan_1912/1913,Sweden,-
2928,Djurgardens IF,1911/1912,Allsvenskan_1911/1912,Sweden,-
2929,AIK,1910/1911,Allsvenskan_1910/1911,Sweden,-
2930,IFK Göteborg,1909/1910,Allsvenskan_1909/1910,Sweden,-
2931,Örgryte IS,1908/1909,Allsvenskan_1908/1909,Sweden,-
2932,IFK Göteborg,1907/1908,Allsvenskan_1907/1908,Sweden,-
2933,Örgryte IS,1906/1907,Allsvenskan_1906/1907,Sweden,-
2934,Örgryte IS,1905/1906,Allsvenskan_1905/1906,Sweden,-
2935,Örgryte IS,1904/1905,Allsvenskan_1904/1905,Sweden,-
2936,Örgryte IS,1903/1904,Allsvenskan_1903/1904,Sweden,-
2937,Göteborgs IF,1902/1903,Allsvenskan_1902/1903,Sweden,-
2938,Örgryte IS,1901/1902,Allsvenskan_1901/1902,Sweden,-
2939,AIK,1900/1901,Allsvenskan_1900/1901,Sweden,-
2940,AIK,1899/1900,Allsvenskan_1899/1900,Sweden,-
2941,Örgryte IS,1898/1899,Allsvenskan_1898/1899,Sweden,-
2942,Örgryte IS,1897/1898,Allsvenskan_1897/1898,Sweden,-
2943,Örgryte IS,1896/1897,Allsvenskan_1896/1897,Sweden,-
2944,Örgryte IS,1895/1896,Allsvenskan_1895/1896,Sweden,-
2945,Mjällby AIF,2018/2019,Superettan_2018/2019,Sweden,-
2946,Helsingborgs IF,2017/2018,Superettan_2017/2018,Sweden,Per-Ola Ljung
2947,IF Brommapojkarna,2016/2017,Superettan_2016/2017,Sweden,-
2948,IK Sirius,2015/2016,Superettan_2015/2016,Sweden,-
2949,Jönköpings Södra IF,2014/2015,Superettan_2014/2015,Sweden,-
2950,Hammarby IF,2013/2014,Superettan_2013/2014,Sweden,-
2951,Falkenbergs FF,2012/2013,Superettan_2012/2013,Sweden,-
2952,Östers IF,2011/2012,Superettan_2011/2012,Sweden,-
2953,Atvidabergs FF,2010/2011,Superettan_2010/2011,Sweden,-
2954,Syrianska FC,2009/2010,Superettan_2009/2010,Sweden,-
2955,Mjällby AIF,2008/2009,Superettan_2008/2009,Sweden,-
2956,Örgryte IS,2007/2008,Superettan_2007/2008,Sweden,-
2957,IFK Norrköping,2006/2007,Superettan_2006/2007,Sweden,-
2958,Trelleborgs FF,2005/2006,Superettan_2005/2006,Sweden,-
2959,AIK,2004/2005,Superettan_2004/2005,Sweden,-
2960,BK Häcken,2003/2004,Superettan_2003/2004,Sweden,-
2961,Kalmar FF,2002/2003,Superettan_2002/2003,Sweden,-
2962,Östers IF,2001/2002,Superettan_2001/2002,Sweden,-
2963,Kalmar FF,2000/2001,Superettan_2000/2001,Sweden,-
2964,Djurgardens IF,1999/2000,Superettan_1999/2000,Sweden,-
2965,BSC Young Boys,2018/2019,SuperLeague_2018/2019,Switzerland,Gerardo Seoane
2966,BSC Young Boys,2017/2018,SuperLeague_2017/2018,Switzerland,Adi Hütter
2967,FC Basel 1893,2016/2017,SuperLeague_2016/2017,Switzerland,Urs Fischer
