,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value,Captain 
6734,Yves Bissouma,23 Years,"Aug 30, 1996 ",Mali,Midfielder,Brighton & Hove Albion,8,€12.00m,-
6735,Pascal Groß,28 Years,"Jun 15, 1991 ",Germany,Midfielder,Brighton & Hove Albion,13,€12.00m,-
6736,Aaron Mooy,29 Years,"Sep 15, 1990 ",Australia,Midfielder,Brighton & Hove Albion,18,€12.00m,-
6737,Dale Stephens,30 Years,"Dec 12, 1989 ",England,Midfielder,Brighton & Hove Albion,6,€6.00m,-
6738,Beram Kayal,31 Years,"May 2, 1988 ",Israel,Midfielder,Brighton & Hove Albion,25,€1.50m,-
6739,Solly March,25 Years,"Jul 20, 1994 ",England,Midfielder,Brighton & Hove Albion,20,€8.00m,-
6740,Alexis Mac Allister,21 Years,"Dec 24, 1998 ",Argentina,Midfielder,Brighton & Hove Albion,10,€12.50m,-
6741,Steven Alzate,21 Years,"Sep 8, 1998 ",Colombia,Midfielder,Brighton & Hove Albion,46,€2.50m,-
6742,Leandro Trossard,25 Years,"Dec 4, 1994 ",Belgium,Forward,Brighton & Hove Albion,11,€16.00m,-
6743,José Izquierdo,27 Years,"Jul 7, 1992 ",Colombia,Forward,Brighton & Hove Albion,19,€8.00m,-
6744,Alireza Jahanbakhsh,26 Years,"Aug 11, 1993 ",Iran,Forward,Brighton & Hove Albion,16,€8.00m,-
6745,Neal Maupay,23 Years,"Aug 14, 1996 ",France,Forward,Brighton & Hove Albion,7,€22.00m,-
6746,Aaron Connolly,20 Years,"Jan 28, 2000 ",Ireland,Forward,Brighton & Hove Albion,44,€4.50m,-
6747,Glenn Murray,36 Years,"Sep 25, 1983 ",England,Forward,Brighton & Hove Albion,17,€2.00m,-
6748,Angus Gunn,24 Years,"Jan 22, 1996 ",England,Goalkeeper,Southampton FC,28,€8.00m,-
6749,Alex McCarthy,30 Years,"Dec 3, 1989 ",England,Goalkeeper,Southampton FC,1,€5.00m,-
6750,Jannik Vestergaard,27 Years,"Aug 3, 1992 ",Denmark,Defender,Southampton FC,4,€15.00m,-
6751,Jan Bednarek,23 Years,"Apr 12, 1996 ",Poland,Defender,Southampton FC,35,€15.00m,-
6752,Jack Stephens,26 Years,"Jan 27, 1994 ",England,Defender,Southampton FC,5,€7.00m,-
6753,Kevin Danso,21 Years,"Sep 19, 1998 ",Austria,Defender,Southampton FC,38,€7.00m,-
6754,Ryan Bertrand,30 Years,"Aug 5, 1989 ",England,Defender,Southampton FC,21,€13.00m,-
6755,Sam McQueen,25 Years,"Feb 6, 1995 ",England,Defender,Southampton FC,45,€1.00m,-
6756,Kyle Walker-Peters,22 Years,"Apr 13, 1997 ",England,Defender,Southampton FC,24,€10.00m,-
6757,Yan Valery,21 Years,"Feb 22, 1999 ",France,Defender,Southampton FC,43,€7.00m,-
6758,Oriol Romeu,28 Years,"Sep 24, 1991 ",Spain,Midfielder,Southampton FC,14,€10.00m,-
6759,James Ward-Prowse,25 Years,"Nov 1, 1994 ",England,Midfielder,Southampton FC,16,€18.00m,-
6760,Pierre-Emile Höjbjerg,24 Years,"Aug 5, 1995 ",Denmark,Midfielder,Southampton FC,23,€15.00m,Team captain
6761,Stuart Armstrong,28 Years,"Mar 30, 1992 ",Scotland,Midfielder,Southampton FC,17,€8.00m,-
6762,Nathan Redmond,26 Years,"Mar 6, 1994 ",England,Forward,Southampton FC,22,€20.00m,-
6763,Moussa Djenepo,21 Years,"Jun 15, 1998 ",Mali,Forward,Southampton FC,12,€12.00m,-
6764,Sofiane Boufal,26 Years,"Sep 17, 1993 ",Morocco,Forward,Southampton FC,19,€10.00m,-
6765,Danny Ings,27 Years,"Jul 23, 1992 ",England,Forward,Southampton FC,9,€22.00m,-
6766,Che Adams,23 Years,"Jul 13, 1996 ",England,Forward,Southampton FC,10,€12.00m,-
6767,Michael Obafemi,19 Years,"Jul 6, 2000 ",Ireland,Forward,Southampton FC,20,€5.00m,-
6768,Shane Long,33 Years,"Jan 22, 1987 ",Ireland,Forward,Southampton FC,7,€3.50m,-
6769,Vicente Guaita,33 Years,"Jan 10, 1987 ",Spain,Goalkeeper,Crystal Palace,31,€5.00m,-
6770,Wayne Hennessey,33 Years,"Jan 24, 1987 ",Wales,Goalkeeper,Crystal Palace,13,€3.00m,-
6771,Stephen Henderson,31 Years,"May 2, 1988 ",Ireland,Goalkeeper,Crystal Palace,19,€500k,-
6772,Mamadou Sakho,30 Years,"Feb 13, 1990 ",France,Defender,Crystal Palace,12,€12.00m,-
6773,James Tomkins,31 Years,"Mar 29, 1989 ",England,Defender,Crystal Palace,5,€5.00m,-
6774,Gary Cahill,34 Years,"Dec 19, 1985 ",England,Defender,Crystal Palace,24,€5.00m,-
6775,Jairo Riedewald,23 Years,"Sep 9, 1996 ",Netherlands,Defender,Crystal Palace,44,€4.00m,-
6776,Scott Dann,33 Years,"Feb 14, 1987 ",England,Defender,Crystal Palace,6,€3.50m,-
6777,Patrick van Aanholt,29 Years,"Aug 29, 1990 ",Netherlands,Defender,Crystal Palace,3,€12.00m,-
6778,Joel Ward,30 Years,"Oct 29, 1989 ",England,Defender,Crystal Palace,2,€4.00m,-
6779,Martin Kelly,29 Years,"Apr 27, 1990 ",England,Defender,Crystal Palace,34,€3.50m,-
6780,Luka Milivojevic,29 Years,"Apr 7, 1991 ",Serbia,Midfielder,Crystal Palace,4,€25.00m,Team captain
6781,Cheikhou Kouyaté,30 Years,"Dec 21, 1989 ",Senegal,Midfielder,Crystal Palace,8,€10.00m,-
6782,James McArthur,32 Years,"Oct 7, 1987 ",Scotland,Midfielder,Crystal Palace,18,€6.00m,-
6783,James McCarthy,29 Years,"Nov 12, 1990 ",Ireland,Midfielder,Crystal Palace,22,€3.50m,-
6784,Jeffrey Schlupp,27 Years,"Dec 23, 1992 ",Ghana,Midfielder,Crystal Palace,15,€12.00m,-
6785,Max Meyer,24 Years,"Sep 18, 1995 ",Germany,Midfielder,Crystal Palace,7,€10.00m,-
6786,Wilfried Zaha,27 Years,"Nov 10, 1992 ",Cote d'Ivoire,Forward,Crystal Palace,11,€55.00m,-
6787,Andros Townsend,28 Years,"Jul 16, 1991 ",England,Forward,Crystal Palace,10,€15.00m,-
6788,Christian Benteke,29 Years,"Dec 3, 1990 ",Belgium,Forward,Crystal Palace,17,€13.00m,-
6789,Jordan Ayew,28 Years,"Sep 11, 1991 ",Ghana,Forward,Crystal Palace,9,€8.00m,-
6790,Nick Pope,27 Years,"Apr 19, 1992 ",England,Goalkeeper,Burnley FC,1,€12.00m,-
6791,Joe Hart,32 Years,"Apr 19, 1987 ",England,Goalkeeper,Burnley FC,20,€3.00m,-
6792,Bailey Peacock-Farrell,23 Years,"Oct 29, 1996 ",Northern Ireland,Goalkeeper,Burnley FC,15,€1.50m,-
6793,Adam Legzdins,33 Years,"Nov 28, 1986 ",England,Goalkeeper,Burnley FC,30,€250k,-
6794,James Tarkowski,27 Years,"Nov 19, 1992 ",England,Defender,Burnley FC,5,€25.00m,-
6795,Ben Mee,30 Years,"Sep 21, 1989 ",England,Defender,Burnley FC,6,€10.00m,Team captain
6796,Ben Gibson,27 Years,"Jan 15, 1993 ",England,Defender,Burnley FC,14,€8.00m,-
6797,Kevin Long,29 Years,"Aug 18, 1990 ",Ireland,Defender,Burnley FC,28,€2.00m,-
6798,Charlie Taylor,26 Years,"Sep 18, 1993 ",England,Defender,Burnley FC,3,€5.00m,-
6799,Erik Pieters,31 Years,"Aug 7, 1988 ",Netherlands,Defender,Burnley FC,23,€5.00m,-
6800,Matthew Lowton,30 Years,"Jun 9, 1989 ",England,Defender,Burnley FC,2,€5.00m,-
6801,Phil Bardsley,34 Years,"Jun 28, 1985 ",Scotland,Defender,Burnley FC,26,€1.00m,-
6802,Jack Cork,30 Years,"Jun 25, 1989 ",England,Midfielder,Burnley FC,4,€15.00m,-
6803,Ashley Westwood,30 Years,"Apr 1, 1990 ",England,Midfielder,Burnley FC,18,€7.00m,-
6804,Jeff Hendrick,28 Years,"Jan 31, 1992 ",Ireland,Midfielder,Burnley FC,13,€11.00m,-
6805,Josh Brownhill,24 Years,"Dec 19, 1995 ",England,Midfielder,Burnley FC,8,€7.00m,-
6806,Robbie Brady,28 Years,"Jan 14, 1992 ",Ireland,Midfielder,Burnley FC,12,€6.00m,-
6807,Dwight McNeil,20 Years,"Nov 22, 1999 ",England,Forward,Burnley FC,11,€20.00m,-
6808,Johann Berg Gudmundsson,29 Years,"Oct 27, 1990 ",Iceland,Forward,Burnley FC,7,€10.00m,-
6809,Aaron Lennon,32 Years,"Apr 16, 1987 ",England,Forward,Burnley FC,25,€3.00m,-
6810,Chris Wood,28 Years,"Dec 7, 1991 ",New Zealand,Forward,Burnley FC,9,€18.00m,-
6811,Ashley Barnes,30 Years,"Oct 30, 1989 ",England,Forward,Burnley FC,10,€10.00m,-
6812,Jay Rodríguez,30 Years,"Jul 29, 1989 ",England,Forward,Burnley FC,19,€6.00m,-
6813,Matej Vydra,27 Years,"May 1, 1992 ",Czech Republic,Forward,Burnley FC,27,€5.00m,-
6814,Dean Henderson,23 Years,"Mar 12, 1997 ",England,Goalkeeper,Sheffield United,1,€18.00m,-
6815,Michael Verrips,23 Years,"Dec 3, 1996 ",Netherlands,Goalkeeper,Sheffield United,21,€1.00m,-
6816,Simon Moore,29 Years,"May 19, 1990 ",England,Goalkeeper,Sheffield United,25,€500k,-
6817,Jack O'Connell,26 Years,"Mar 29, 1994 ",England,Defender,Sheffield United,5,€12.00m,-
6818,John Egan,27 Years,"Oct 20, 1992 ",Ireland,Defender,Sheffield United,12,€12.00m,-
6819,Panagiotis Retsos,21 Years,"Aug 9, 1998 ",Greece,Defender,Sheffield United,29,€9.00m,-
6820,Chris Basham,31 Years,"Jul 20, 1988 ",England,Defender,Sheffield United,6,€3.00m,-
6821,Phil Jagielka,37 Years,"Aug 17, 1982 ",England,Defender,Sheffield United,15,€1.00m,-
6822,Enda Stevens,29 Years,"Jul 9, 1990 ",Ireland,Defender,Sheffield United,3,€7.00m,-
6823,Jack Robinson,26 Years,"Sep 1, 1993 ",England,Defender,Sheffield United,19,€2.50m,-
6824,George Baldock,27 Years,"Mar 9, 1993 ",England,Defender,Sheffield United,2,€6.00m,-
6825,Kieron Freeman,28 Years,"Mar 21, 1992 ",Wales,Defender,Sheffield United,18,€1.50m,-
6826,Sander Berge,22 Years,"Feb 14, 1998 ",Norway,Midfielder,Sheffield United,32,€22.00m,-
6827,Muhamed Besic,27 Years,"Sep 10, 1992 ",Bosnia-Herzegovina,Midfielder,Sheffield United,27,€3.00m,-
6828,Jack Rodwell,29 Years,"Mar 11, 1991 ",England,Midfielder,Sheffield United,26,€1.50m,-
6829,John Lundstram,26 Years,"Feb 18, 1994 ",England,Midfielder,Sheffield United,7,€10.00m,-
6830,John Fleck,28 Years,"Aug 24, 1991 ",Scotland,Midfielder,Sheffield United,4,€8.00m,-
6831,Oliver Norwood,28 Years,"Apr 12, 1991 ",Northern Ireland,Midfielder,Sheffield United,16,€8.00m,-
6832,Ben Osborn,25 Years,"Aug 5, 1994 ",England,Midfielder,Sheffield United,23,€2.50m,-
6833,Luke Freeman,28 Years,"Mar 22, 1992 ",England,Midfielder,Sheffield United,8,€3.50m,-
6834,Ricky Holmes,32 Years,"Jun 20, 1987 ",England,Forward,Sheffield United,-,€250k,-
6835,Lys Mousset,24 Years,"Feb 8, 1996 ",France,Forward,Sheffield United,22,€12.00m,-
6836,Oliver McBurnie,23 Years,"Jun 4, 1996 ",Scotland,Forward,Sheffield United,9,€10.00m,-
6837,Billy Sharp,34 Years,"Feb 5, 1986 ",England,Forward,Sheffield United,10,€2.00m,Team captain
6838,David McGoldrick,32 Years,"Nov 29, 1987 ",Ireland,Forward,Sheffield United,17,€2.00m,-
6839,Richairo Zivkovic,23 Years,"Sep 5, 1996 ",Netherlands,Forward,Sheffield United,30,€800k,-
6840,Leon Clarke,35 Years,"Feb 10, 1985 ",England,Forward,Sheffield United,24,€300k,-
6841,Tim Krul,32 Years,"Apr 3, 1988 ",Netherlands,Goalkeeper,Norwich City,1,€5.00m,-
6842,Michael McGovern,35 Years,"Jul 12, 1984 ",Northern Ireland,Goalkeeper,Norwich City,33,€350k,-
6843,Ben Godfrey,22 Years,"Jan 15, 1998 ",England,Defender,Norwich City,4,€13.00m,-
6844,Christoph Zimmermann,27 Years,"Jan 12, 1993 ",Germany,Defender,Norwich City,6,€3.50m,-
6845,Grant Hanley,28 Years,"Nov 20, 1991 ",Scotland,Defender,Norwich City,5,€2.50m,Team captain
6846,Timm Klose,31 Years,"May 9, 1988 ",Switzerland,Defender,Norwich City,15,€2.50m,-
6847,Jamal Lewis,22 Years,"Jan 25, 1998 ",Northern Ireland,Defender,Norwich City,12,€12.00m,-
6848,Max Aarons,20 Years,"Jan 4, 2000 ",England,Defender,Norwich City,2,€22.00m,-
6849,Sam Byram,26 Years,"Sep 16, 1993 ",England,Defender,Norwich City,3,€3.50m,-
6850,Tom Trybull,27 Years,"Mar 9, 1993 ",Germany,Midfielder,Norwich City,19,€4.00m,-
6851,Alexander Tettey,34 Years,"Apr 4, 1986 ",Norway,Midfielder,Norwich City,27,€2.00m,-
6852,Kenny McLean,28 Years,"Jan 8, 1992 ",Scotland,Midfielder,Norwich City,23,€4.50m,-
6853,Lukas Rupp,29 Years,"Jan 8, 1991 ",Germany,Midfielder,Norwich City,7,€3.00m,-
6854,Moritz Leitner,27 Years,"Dec 8, 1992 ",Germany,Midfielder,Norwich City,10,€3.00m,-
6855,Mario Vrancic,30 Years,"May 23, 1989 ",Bosnia-Herzegovina,Midfielder,Norwich City,8,€2.50m,-
6856,Todd Cantwell,22 Years,"Feb 27, 1998 ",England,Midfielder,Norwich City,14,€22.00m,-
6857,Ondrej Duda,25 Years,"Dec 5, 1994 ",Slovakia,Midfielder,Norwich City,25,€13.00m,-
6858,Marco Stiepermann,29 Years,"Feb 9, 1991 ",Germany,Midfielder,Norwich City,18,€4.00m,-
6859,Onel Hernández,27 Years,"Feb 1, 1993 ",Cuba,Forward,Norwich City,11,€4.00m,-
6860,Emiliano Buendía,23 Years,"Dec 25, 1996 ",Argentina,Forward,Norwich City,17,€18.00m,-
6861,Teemu Pukki,30 Years,"Mar 29, 1990 ",Finland,Forward,Norwich City,22,€10.00m,-
6862,Josip Drmic,27 Years,"Aug 8, 1992 ",Switzerland,Forward,Norwich City,20,€2.00m,-
6863,Marek Rodak,23 Years,"Dec 13, 1996 ",Slovakia,Goalkeeper,Fulham FC,12,€5.00m,-
6864,Marcus Bettinelli,27 Years,"May 24, 1992 ",England,Goalkeeper,Fulham FC,1,€2.00m,-
6865,Jordan Archer,26 Years,"Apr 12, 1993 ",Scotland,Goalkeeper,Fulham FC,26,€500k,-
6866,Magnus Norman,23 Years,"Jan 19, 1997 ",England,Goalkeeper,Fulham FC,32,€250k,-
6867,Terence Kongolo,26 Years,"Feb 14, 1994 ",Netherlands,Defender,Fulham FC,15,€10.00m,-
6868,Alfie Mawson,26 Years,"Jan 19, 1994 ",England,Defender,Fulham FC,5,€9.00m,-
6869,Michael Hector,27 Years,"Jul 19, 1992 ",Jamaica,Defender,Fulham FC,3,€6.00m,-
6870,Maxime Le Marchand,30 Years,"Oct 11, 1989 ",France,Defender,Fulham FC,20,€2.00m,-
6871,Tim Ream,32 Years,"Oct 5, 1987 ",United States,Defender,Fulham FC,13,€1.50m,-
6872,Joe Bryan,26 Years,"Sep 17, 1993 ",England,Defender,Fulham FC,23,€7.00m,-
6873,Steven Sessegnon,19 Years,"May 18, 2000 ",England,Defender,Fulham FC,43,€2.50m,-
6874,Denis Odoi,31 Years,"May 27, 1988 ",Belgium,Defender,Fulham FC,4,€2.00m,-
6875,Cyrus Christie,27 Years,"Sep 30, 1992 ",Ireland,Defender,Fulham FC,22,€2.00m,-
6876,Harrison Reed,25 Years,"Jan 27, 1995 ",England,Midfielder,Fulham FC,21,€3.00m,-
6877,Kevin McDonald,31 Years,"Nov 4, 1988 ",Scotland,Midfielder,Fulham FC,6,€2.50m,-
6878,Josh Onomah,22 Years,"Apr 27, 1997 ",England,Midfielder,Fulham FC,25,€5.00m,-
6879,Harry Arter,30 Years,"Dec 28, 1989 ",Ireland,Midfielder,Fulham FC,18,€4.50m,-
6880,Stefan Johansen,29 Years,"Jan 8, 1991 ",Norway,Midfielder,Fulham FC,8,€4.00m,-
6881,Matt O'Riley,19 Years,"Nov 21, 2000 ",England,Midfielder,Fulham FC,33,€500k,-
6882,Luca de la Torre,21 Years,"May 23, 1998 ",United States,Midfielder,Fulham FC,36,€500k,-
6883,Tom Cairney,29 Years,"Jan 20, 1991 ",Scotland,Midfielder,Fulham FC,10,€15.00m,Team captain
6884,Neeskens Kebano,28 Years,"Mar 10, 1992 ",DR Congo,Midfielder,Fulham FC,7,€1.50m,-
6885,Ivan Cavaleiro,26 Years,"Oct 18, 1993 ",Portugal,Forward,Fulham FC,19,€10.00m,-
6886,Anthony Knockaert,28 Years,"Nov 20, 1991 ",France,Forward,Fulham FC,24,€8.00m,-
6887,Bobby Reid,27 Years,"Feb 2, 1993 ",Jamaica,Forward,Fulham FC,14,€10.00m,-
6888,Aleksandar Mitrovic,25 Years,"Sep 16, 1994 ",Serbia,Forward,Fulham FC,9,€25.00m,-
6889,Aboubakar Kamara,25 Years,"Mar 7, 1995 ",France,Forward,Fulham FC,47,€2.00m,-
6890,Jay Stansfield,17 Years,"Nov 24, 2002 ",England,Forward,Fulham FC,61,€500k,-
6891,Sam Johnstone,27 Years,"Mar 25, 1993 ",England,Goalkeeper,West Bromwich Albion,1,€7.00m,-
6892,Jonathan Bond,26 Years,"May 19, 1993 ",England,Goalkeeper,West Bromwich Albion,23,€250k,-
6893,Ali Al-Habsi,38 Years,"Dec 30, 1981 ",Oman,Goalkeeper,West Bromwich Albion,25,€250k,-
6894,Semi Ajayi,26 Years,"Nov 9, 1993 ",Nigeria,Defender,West Bromwich Albion,6,€5.00m,-
6895,Ahmed Hegazy,29 Years,"Jan 25, 1991 ",Egypt,Defender,West Bromwich Albion,26,€4.50m,-
6896,Nathan Ferguson,19 Years,"Oct 6, 2000 ",England,Defender,West Bromwich Albion,36,€4.50m,-
6897,Kyle Bartley,28 Years,"May 22, 1991 ",England,Defender,West Bromwich Albion,5,€3.50m,-
6898,Dara O'Shea,21 Years,"Mar 4, 1999 ",Ireland,Defender,West Bromwich Albion,27,€1.00m,-
6899,Jack Fitzwater,22 Years,"Sep 23, 1997 ",England,Defender,West Bromwich Albion,32,€150k,-
6900,Kieran Gibbs,30 Years,"Sep 26, 1989 ",England,Defender,West Bromwich Albion,3,€4.00m,-
6901,Conor Townsend,27 Years,"Mar 4, 1993 ",England,Defender,West Bromwich Albion,14,€1.00m,-
6902,Darnell Furlong,24 Years,"Oct 31, 1995 ",England,Defender,West Bromwich Albion,2,€4.00m,-
6903,Lee Peltier,33 Years,"Dec 11, 1986 ",England,Defender,West Bromwich Albion,22,€1.00m,-
6904,Jake Livermore,30 Years,"Nov 14, 1989 ",England,Midfielder,West Bromwich Albion,8,€7.00m,Team captain
6905,Gareth Barry,39 Years,"Feb 23, 1981 ",England,Midfielder,West Bromwich Albion,18,€400k,-
6906,Romaine Sawyers,28 Years,"Nov 2, 1991 ",St. Kitts & Nevis,Midfielder,West Bromwich Albion,19,€4.00m,-
6907,Rekeem Harper,20 Years,"Mar 8, 2000 ",England,Midfielder,West Bromwich Albion,16,€2.50m,-
6908,Kyle Edwards,22 Years,"Feb 17, 1998 ",England,Midfielder,West Bromwich Albion,21,€1.50m,-
6909,Chris Brunt,35 Years,"Dec 14, 1984 ",Northern Ireland,Midfielder,West Bromwich Albion,11,€750k,-
6910,Filip Krovinovic,24 Years,"Aug 29, 1995 ",Croatia,Midfielder,West Bromwich Albion,7,€4.00m,-
6911,Callum Robinson,25 Years,"Feb 2, 1995 ",Ireland,Forward,West Bromwich Albion,47,€7.00m,-
6912,Kamil Grosicki,31 Years,"Jun 8, 1988 ",Poland,Forward,West Bromwich Albion,13,€3.00m,-
6913,Matheus Pereira,23 Years,"May 5, 1996 ",Brazil,Forward,West Bromwich Albion,12,€12.00m,-
6914,Matt Phillips,29 Years,"Mar 13, 1991 ",Scotland,Forward,West Bromwich Albion,10,€7.00m,-
6915,Grady Diangana,21 Years,"Apr 19, 1998 ",England,Forward,West Bromwich Albion,29,€5.00m,-
6916,Jonathan Leko,20 Years,"Apr 24, 1999 ",England,Forward,West Bromwich Albion,20,€1.50m,-
6917,Kenneth Zohore,26 Years,"Jan 31, 1994 ",Denmark,Forward,West Bromwich Albion,9,€5.00m,-
6918,Charlie Austin,30 Years,"Jul 5, 1989 ",England,Forward,West Bromwich Albion,15,€4.00m,-
6919,Hal Robson-Kanu,30 Years,"May 21, 1989 ",Wales,Forward,West Bromwich Albion,4,€3.00m,-
6920,Illan Meslier,20 Years,"Mar 2, 2000 ",France,Goalkeeper,Leeds United,1,€5.00m,-
6921,Kiko Casilla,33 Years,"Oct 2, 1986 ",Spain,Goalkeeper,Leeds United,13,€2.50m,-
6922,Will Huffer,21 Years,"Oct 30, 1998 ",England,Goalkeeper,Leeds United,-,€100k,-
6923,Elia Caprile,18 Years,"Aug 25, 2001 ",Italy,Goalkeeper,Leeds United,25,€100k,-
6924,Ben White,22 Years,"Oct 8, 1997 ",England,Defender,Leeds United,5,€7.00m,-
6925,Liam Cooper,28 Years,"Aug 30, 1991 ",Scotland,Defender,Leeds United,6,€7.00m,Team captain
6926,Gaetano Berardi,31 Years,"Aug 21, 1988 ",Switzerland,Defender,Leeds United,28,€500k,-
6927,Ezgjan Alioski,28 Years,"Feb 12, 1992 ",North Macedonia,Defender,Leeds United,10,€4.50m,-
6928,Stuart Dallas,28 Years,"Apr 19, 1991 ",Northern Ireland,Defender,Leeds United,15,€3.00m,-
6929,Barry Douglas,30 Years,"Sep 4, 1989 ",Scotland,Defender,Leeds United,3,€2.50m,-
6930,Leif Davis,20 Years,"Jan 12, 2000 ",England,Defender,Leeds United,40,€100k,-
6931,Luke Ayling,28 Years,"Aug 25, 1991 ",England,Defender,Leeds United,2,€3.00m,-
6932,Kalvin Phillips,24 Years,"Dec 2, 1995 ",England,Midfielder,Leeds United,23,€15.00m,-
6933,Ouasim Bouy,26 Years,"Jun 11, 1993 ",Morocco,Midfielder,Leeds United,-,€400k,-
6934,Jordan Stevens,20 Years,"Mar 25, 2000 ",England,Midfielder,Leeds United,48,€200k,-
6935,Adam Forshaw,28 Years,"Oct 8, 1991 ",England,Midfielder,Leeds United,4,€4.00m,-
6936,Mateusz Klich,29 Years,"Jun 13, 1990 ",Poland,Midfielder,Leeds United,43,€3.50m,-
6937,Jamie Shackleton,20 Years,"Oct 8, 1999 ",England,Midfielder,Leeds United,46,€2.50m,-
6938,Mateusz Bogusz,18 Years,"Aug 22, 2001 ",Poland,Midfielder,Leeds United,44,€100k,-
6939,Pablo Hernández,34 Years,"Apr 11, 1985 ",Spain,Midfielder,Leeds United,19,€1.50m,-
6940,Jack Harrison,23 Years,"Nov 20, 1996 ",England,Forward,Leeds United,22,€6.50m,-
6941,Hélder Costa,26 Years,"Jan 12, 1994 ",Portugal,Forward,Leeds United,17,€10.00m,-
6942,Ian Poveda,20 Years,"Feb 9, 2000 ",England,Forward,Leeds United,7,€750k,-
6943,Jean-Kévin Augustin,22 Years,"Jun 16, 1997 ",France,Forward,Leeds United,29,€12.00m,-
6944,Patrick Bamford,26 Years,"Sep 5, 1993 ",England,Forward,Leeds United,9,€8.00m,-
6945,Tyler Roberts,21 Years,"Jan 12, 1999 ",Wales,Forward,Leeds United,11,€4.00m,-
6946,Daniel Bentley,26 Years,"Jul 13, 1993 ",England,Goalkeeper,Bristol City,1,€3.50m,-
6947,Niki Mäenpää,35 Years,"Jan 23, 1985 ",Finland,Goalkeeper,Bristol City,33,€250k,-
6948,Rene Gilmartin,32 Years,"May 31, 1987 ",Ireland,Goalkeeper,Bristol City,13,€150k,-
6949,Joe Wollacott,23 Years,"Sep 8, 1996 ",England,Goalkeeper,Bristol City,38,€100k,-
6950,Filip Benkovic,22 Years,"Jul 13, 1997 ",Croatia,Defender,Bristol City,31,€9.00m,-
6951,Tomas Kalas,26 Years,"May 15, 1993 ",Czech Republic,Defender,Bristol City,22,€6.00m,-
6952,Nathan Baker,28 Years,"Apr 23, 1991 ",England,Defender,Bristol City,6,€4.00m,-
6953,Ashley Williams,35 Years,"Aug 23, 1984 ",Wales,Defender,Bristol City,29,€1.50m,-
6954,Jay Dasilva,21 Years,"Apr 22, 1998 ",England,Defender,Bristol City,3,€4.50m,-
6955,Jack Hunt,29 Years,"Dec 6, 1990 ",England,Defender,Bristol City,2,€2.00m,-
6956,Pedro Pereira,22 Years,"Jan 22, 1998 ",Portugal,Defender,Bristol City,32,€2.00m,-
6957,Zak Vyner,22 Years,"May 14, 1997 ",England,Defender,Bristol City,26,€500k,-
6958,Ádám Nagy,24 Years,"Jun 17, 1995 ",Hungary,Midfielder,Bristol City,4,€2.00m,-
6959,Korey Smith,29 Years,"Jan 31, 1991 ",England,Midfielder,Bristol City,7,€500k,-
6960,Han-Noah Massengo,18 Years,"Jul 7, 2001 ",France,Midfielder,Bristol City,42,€8.00m,-
6961,Markus Henriksen,27 Years,"Jul 25, 1992 ",Norway,Midfielder,Bristol City,8,€5.00m,-
6962,Niclas Eliasson,24 Years,"Dec 7, 1995 ",Sweden,Midfielder,Bristol City,19,€5.00m,-
6963,Callum O'Dowda,24 Years,"Apr 23, 1995 ",Ireland,Midfielder,Bristol City,11,€2.00m,-
6964,Tommy Rowe,31 Years,"Sep 24, 1988 ",England,Midfielder,Bristol City,25,€900k,-
6965,Kasey Palmer,23 Years,"Nov 9, 1996 ",England,Midfielder,Bristol City,45,€2.00m,-
6966,Andreas Weimann,28 Years,"Aug 5, 1991 ",Austria,Forward,Bristol City,14,€5.00m,-
6967,Marley Watkins,29 Years,"Oct 17, 1990 ",Wales,Forward,Bristol City,15,€600k,-
6968,Jamie Paterson,28 Years,"Dec 20, 1991 ",England,Forward,Bristol City,20,€2.00m,-
6969,Benik Afobe,27 Years,"Feb 12, 1993 ",DR Congo,Forward,Bristol City,40,€8.00m,-
