,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value 
7110,Alex Pritchard,26 Years,"May 3, 1993 ",England,Midfielder,Huddersfield Town,21,€6.00m
7111,Lewis O'Brien,21 Years,"Oct 14, 1998 ",England,Midfielder,Huddersfield Town,39,€1.00m
7112,Matty Daly,19 Years,"Mar 10, 2001 ",England,Midfielder,Huddersfield Town,41,€250k
7113,Chris Willock,22 Years,"Jan 31, 1998 ",England,Forward,Huddersfield Town,10,€1.00m
7114,Elias Kachunga,27 Years,"Apr 22, 1992 ",DR Congo,Forward,Huddersfield Town,9,€2.50m
7115,Karlan Grant,22 Years,"Sep 18, 1997 ",England,Forward,Huddersfield Town,16,€8.00m
7116,Steve Mounié,25 Years,"Sep 29, 1994 ",Benin,Forward,Huddersfield Town,24,€8.00m
7117,Fraizer Campbell,32 Years,"Sep 13, 1987 ",England,Forward,Huddersfield Town,22,€1.50m
7118,Collin Quaner,28 Years,"Jun 18, 1991 ",Germany,Forward,Huddersfield Town,23,€1.00m
7119,Neil Etheridge,30 Years,"Feb 7, 1990 ",Philippines,Goalkeeper,Cardiff City,1,€3.00m
7120,Alex Smithies,30 Years,"Mar 5, 1990 ",England,Goalkeeper,Cardiff City,12,€3.00m
7121,Sean Morrison,29 Years,"Jan 8, 1991 ",England,Defender,Cardiff City,4,€5.00m
7122,Aden Flint,30 Years,"Jul 11, 1989 ",England,Defender,Cardiff City,5,€5.00m
7123,Curtis Nelson,26 Years,"May 21, 1993 ",England,Defender,Cardiff City,16,€1.50m
7124,Matthew Connolly,32 Years,"Sep 24, 1987 ",England,Defender,Cardiff City,-,€500k
7125,Sol Bamba,35 Years,"Jan 13, 1985 ",Cote d'Ivoire,Defender,Cardiff City,22,€500k
7126,Dion Sanderson,20 Years,"Dec 15, 1999 ",England,Defender,Cardiff City,2,€150k
7127,Joe Bennett,30 Years,"Mar 28, 1990 ",England,Defender,Cardiff City,3,€3.00m
7128,Greg Cunningham,29 Years,"Jan 31, 1991 ",Ireland,Defender,Cardiff City,18,€2.00m
7129,Brad Smith,25 Years,"Apr 9, 1994 ",Australia,Defender,Cardiff City,24,€1.00m
7130,Jazz Richards,28 Years,"Apr 12, 1991 ",Wales,Defender,Cardiff City,21,€750k
7131,Will Vaulks,26 Years,"Sep 13, 1993 ",Wales,Midfielder,Cardiff City,6,€750k
7132,Joe Ralls,26 Years,"Oct 13, 1993 ",England,Midfielder,Cardiff City,8,€4.00m
7133,Callum Paterson,25 Years,"Oct 13, 1994 ",Scotland,Midfielder,Cardiff City,13,€3.50m
7134,Leandro Bacuna,28 Years,"Aug 21, 1991 ",Curacao,Midfielder,Cardiff City,7,€3.00m
7135,Marlon Pack,29 Years,"Mar 25, 1991 ",England,Midfielder,Cardiff City,15,€3.00m
7136,Josh Murphy,25 Years,"Feb 24, 1995 ",England,Forward,Cardiff City,11,€7.00m
7137,Junior Hoilett,29 Years,"Jun 5, 1990 ",Canada,Forward,Cardiff City,33,€3.50m
7138,Nathaniel Mendez-Laing,27 Years,"Apr 15, 1992 ",England,Forward,Cardiff City,19,€3.00m
7139,Albert Adomah,32 Years,"Dec 13, 1987 ",Ghana,Forward,Cardiff City,14,€2.50m
7140,Gavin Whyte,24 Years,"Jan 31, 1996 ",Northern Ireland,Forward,Cardiff City,20,€1.50m
7141,Lee Tomlin,31 Years,"Jan 12, 1989 ",England,Forward,Cardiff City,17,€2.00m
7142,Robert Glatzel,26 Years,"Jan 8, 1994 ",Germany,Forward,Cardiff City,9,€3.50m
7143,Danny Ward,28 Years,"Dec 11, 1991 ",England,Forward,Cardiff City,23,€1.50m
7144,Isaac Vassell,26 Years,"Sep 9, 1993 ",England,Forward,Cardiff City,10,€250k
7145,Freddie Woodman,23 Years,"Mar 4, 1997 ",England,Goalkeeper,Swansea City,27,€4.00m
7146,Erwin Mulder,31 Years,"Mar 3, 1989 ",Netherlands,Goalkeeper,Swansea City,25,€750k
7147,Josh Gould,23 Years,"Mar 27, 1997 ",England,Goalkeeper,Swansea City,57,
7148,Mike van der Hoorn,27 Years,"Oct 15, 1992 ",Netherlands,Defender,Swansea City,5,€3.50m
7149,Marc Guehi,19 Years,"Jul 13, 2000 ",England,Defender,Swansea City,2,€3.00m
7150,Joe Rodon,22 Years,"Oct 22, 1997 ",Wales,Defender,Swansea City,4,€2.50m
7151,Ben Wilmot,20 Years,"Nov 4, 1999 ",England,Defender,Swansea City,20,€2.00m
7152,Ben Cabango,19 Years,"May 30, 2000 ",Wales,Defender,Swansea City,44,
7153,Jake Bidwell,27 Years,"Mar 21, 1993 ",England,Defender,Swansea City,24,€2.00m
7154,Connor Roberts,24 Years,"Sep 23, 1995 ",Wales,Defender,Swansea City,23,€4.00m
7155,Kyle Naughton,31 Years,"Nov 17, 1988 ",England,Defender,Swansea City,26,€3.00m
7156,Conor Gallagher,20 Years,"Feb 6, 2000 ",England,Midfielder,Swansea City,33,€6.00m
7157,Matt Grimes,24 Years,"Jul 15, 1995 ",England,Midfielder,Swansea City,8,€5.00m
7158,Jay Fulton,26 Years,"Apr 4, 1994 ",Scotland,Midfielder,Swansea City,6,€3.50m
7159,George Byers,23 Years,"May 29, 1996 ",Scotland,Midfielder,Swansea City,28,€2.00m
7160,Yan Dhanda,21 Years,"Dec 14, 1998 ",England,Midfielder,Swansea City,21,€1.00m
7161,Bersant Celina,23 Years,"Sep 9, 1996 ",Kosovo,Midfielder,Swansea City,10,€5.00m
7162,André Ayew,30 Years,"Dec 17, 1989 ",Ghana,Forward,Swansea City,22,€6.00m
7163,Wayne Routledge,35 Years,"Jan 7, 1985 ",England,Forward,Swansea City,15,€750k
7164,Nathan Dyer,32 Years,"Nov 29, 1987 ",England,Forward,Swansea City,12,€900k
7165,Aldo Kalulu,24 Years,"Jan 21, 1996 ",France,Forward,Swansea City,18,€600k
7166,Jordan Garrick,21 Years,"Jul 15, 1998 ",England,Forward,Swansea City,41,
7167,Rhian Brewster,20 Years,"Apr 1, 2000 ",England,Forward,Swansea City,19,€6.00m
7168,Lee Camp,35 Years,"Aug 22, 1984 ",Northern Ireland,Goalkeeper,Birmingham City,1,€350k
7169,Connal Trueman,24 Years,"Mar 26, 1996 ",England,Goalkeeper,Birmingham City,27,€250k
7170,Moha Ramos,19 Years,"Apr 13, 2000 ",Spain,Goalkeeper,Birmingham City,23,€50k
7171,Jake Clarke-Salter,22 Years,"Sep 22, 1997 ",England,Defender,Birmingham City,14,€3.50m
7172,Harlee Dean,28 Years,"Jul 26, 1991 ",England,Defender,Birmingham City,12,€3.00m
7173,Marc Roberts,29 Years,"Jul 26, 1990 ",England,Defender,Birmingham City,4,€2.50m
7174,Wes Harding,23 Years,"Oct 20, 1996 ",England,Defender,Birmingham City,2,€600k
7175,Geraldo Bajrami,20 Years,"Sep 24, 1999 ",Albania,Defender,Birmingham City,43,€250k
7176,Kristian Pedersen,25 Years,"Aug 4, 1994 ",Denmark,Defender,Birmingham City,3,€5.00m
7177,Cheick Keita,23 Years,"Apr 16, 1996 ",Mali,Defender,Birmingham City,33,€600k
7178,Jonathan Grounds,32 Years,"Feb 2, 1988 ",England,Defender,Birmingham City,29,€300k
7179,Maxime Colin,28 Years,"Nov 15, 1991 ",France,Defender,Birmingham City,5,€3.50m
7180,Ivan Sunjic,23 Years,"Oct 9, 1996 ",Croatia,Midfielder,Birmingham City,34,€6.00m
7181,Maikel Kieftenbeld,29 Years,"Jun 26, 1990 ",Netherlands,Midfielder,Birmingham City,6,€800k
7182,Jude Bellingham,16 Years,"Jun 29, 2003 ",England,Midfielder,Birmingham City,22,€12.00m
7183,Gary Gardner,27 Years,"Jun 29, 1992 ",England,Midfielder,Birmingham City,20,€2.00m
7184,Josh McEachran,27 Years,"Mar 1, 1993 ",England,Midfielder,Birmingham City,16,€1.20m
7185,Craig Gardner,33 Years,"Nov 25, 1986 ",England,Midfielder,Birmingham City,8,€500k
7186,Jacques Maghoma,32 Years,"Oct 23, 1987 ",DR Congo,Midfielder,Birmingham City,19,€600k
7187,Dan Crowley,22 Years,"Aug 3, 1997 ",England,Midfielder,Birmingham City,7,€2.50m
7188,Jérémie Bela,26 Years,"Apr 8, 1993 ",Angola,Forward,Birmingham City,11,€2.50m
7189,Jefferson Montero,30 Years,"Sep 1, 1989 ",Ecuador,Forward,Birmingham City,15,€1.00m
7190,Scott Hogan,27 Years,"Apr 13, 1992 ",Ireland,Forward,Birmingham City,40,€4.00m
7191,Lukas Jutkiewicz,31 Years,"Mar 28, 1989 ",England,Forward,Birmingham City,10,€3.00m
7192,Kerim Mrabti,25 Years,"May 20, 1994 ",Sweden,Forward,Birmingham City,18,€800k
7193,Kelle Roos,27 Years,"May 31, 1992 ",Netherlands,Goalkeeper,Derby County,21,€1.00m
7194,Ben Hamer,32 Years,"Nov 20, 1987 ",England,Goalkeeper,Derby County,12,€500k
7195,Matt Clarke,23 Years,"Sep 22, 1996 ",England,Defender,Derby County,16,€2.50m
7196,Richard Keogh,33 Years,"Aug 11, 1986 ",Ireland,Defender,Derby County,6,€750k
7197,Lee Buchanan,19 Years,"Mar 7, 2001 ",England,Defender,Derby County,48,€500k
7198,Curtis Davies,35 Years,"Mar 15, 1985 ",England,Defender,Derby County,33,€300k
7199,Scott Malone,29 Years,"Mar 25, 1991 ",England,Defender,Derby County,46,€2.50m
7200,Max Lowe,22 Years,"May 11, 1997 ",England,Defender,Derby County,25,€2.00m
7201,Craig Forsyth,31 Years,"Feb 24, 1989 ",Scotland,Defender,Derby County,3,€500k
7202,Jayden Bogle,19 Years,"Jul 27, 2000 ",England,Defender,Derby County,37,€7.00m
7203,Andre Wisdom,26 Years,"May 9, 1993 ",England,Defender,Derby County,2,€2.00m
7204,Krystian Bielik,22 Years,"Jan 4, 1998 ",Poland,Midfielder,Derby County,5,€6.00m
7205,Graeme Shinnie,28 Years,"Aug 4, 1991 ",Scotland,Midfielder,Derby County,4,€1.50m
7206,Max Bird,19 Years,"Sep 18, 2000 ",England,Midfielder,Derby County,41,€1.50m
7207,Tom Huddlestone,33 Years,"Dec 28, 1986 ",England,Midfielder,Derby County,44,€1.00m
7208,George Evans,25 Years,"Dec 13, 1994 ",England,Midfielder,Derby County,17,€500k
7209,Jason Knight,19 Years,"Feb 13, 2001 ",Ireland,Midfielder,Derby County,38,€1.50m
7210,Duane Holmes,25 Years,"Nov 6, 1994 ",United States,Midfielder,Derby County,23,€3.50m
7211,Ikechi Anya,32 Years,"Jan 3, 1988 ",Scotland,Midfielder,Derby County,30,€300k
7212,Wayne Rooney,34 Years,"Oct 24, 1985 ",England,Midfielder,Derby County,32,€3.00m
7213,Tom Lawrence,26 Years,"Jan 13, 1994 ",Wales,Forward,Derby County,10,€6.00m
7214,Florian Jozefzoon,29 Years,"Feb 9, 1991 ",Netherlands,Forward,Derby County,11,€1.50m
7215,Morgan Whittaker,19 Years,"Jan 7, 2001 ",England,Forward,Derby County,49,€500k
7216,Martyn Waghorn,30 Years,"Jan 23, 1990 ",England,Forward,Derby County,9,€5.00m
7217,Jack Marriott,25 Years,"Sep 9, 1994 ",England,Forward,Derby County,14,€3.00m
7218,Chris Martin,31 Years,"Nov 4, 1988 ",Scotland,Forward,Derby County,19,€2.00m
7219,Rafael,29 Years,"May 20, 1990 ",Brazil,Goalkeeper,Reading FC,33,€750k
7220,Sam Walker,28 Years,"Oct 2, 1991 ",England,Goalkeeper,Reading FC,1,€150k
7221,Liam Moore,27 Years,"Jan 31, 1993 ",England,Defender,Reading FC,6,€7.00m
7222,Matt Miazga,24 Years,"Jul 19, 1995 ",United States,Defender,Reading FC,5,€2.50m
7223,Michael Morrison,32 Years,"Mar 3, 1988 ",England,Defender,Reading FC,4,€1.00m
7224,Tom McIntyre,21 Years,"Nov 6, 1998 ",Scotland,Defender,Reading FC,16,€500k
7225,Tyler Blackett,26 Years,"Apr 2, 1994 ",England,Defender,Reading FC,24,€1.20m
7226,Jordan Obita,26 Years,"Dec 8, 1993 ",England,Defender,Reading FC,11,€1.00m
7227,Omar Richards,22 Years,"Feb 15, 1998 ",England,Defender,Reading FC,27,€1.00m
7228,Andy Yiadom,28 Years,"Dec 2, 1991 ",Ghana,Defender,Reading FC,17,€4.00m
7229,Chris Gunter,30 Years,"Jul 21, 1989 ",Wales,Defender,Reading FC,2,€1.20m
7230,Tennai Watson,23 Years,"Mar 4, 1997 ",England,Defender,Reading FC,-,€150k
7231,Pelé,28 Years,"Sep 29, 1991 ",Guinea-Bissau,Midfielder,Reading FC,28,€3.50m
7232,Felipe Araruna,24 Years,"Mar 12, 1996 ",Brazil,Midfielder,Reading FC,-,€350k
7233,Ryan East,21 Years,"Jul 8, 1998 ",England,Midfielder,Reading FC,32,€150k
7234,John Swift,24 Years,"Jun 23, 1995 ",England,Midfielder,Reading FC,10,€5.00m
7235,Ovie Ejaria,22 Years,"Nov 18, 1997 ",England,Midfielder,Reading FC,14,€4.00m
7236,Andy Rinomhota,22 Years,"Apr 21, 1997 ",England,Midfielder,Reading FC,8,€2.00m
7237,Charlie Adam,34 Years,"Dec 10, 1985 ",Scotland,Midfielder,Reading FC,26,€500k
7238,Michael Olise,18 Years,"Dec 12, 2001 ",France,Midfielder,Reading FC,21,€900k
7239,Ayub Timbe Masika,27 Years,"Sep 10, 1992 ",Kenya,Forward,Reading FC,-,€650k
7240,Garath McCleary,32 Years,"May 15, 1987 ",Jamaica,Forward,Reading FC,12,€500k
7241,Sone Aluko,31 Years,"Feb 19, 1989 ",Nigeria,Forward,Reading FC,23,€1.00m
7242,George Puscas,23 Years,"Apr 8, 1996 ",Romania,Forward,Reading FC,47,€6.00m
7243,Lucas João,26 Years,"Sep 4, 1993 ",Portugal,Forward,Reading FC,31,€3.50m
7244,Sam Baldock,31 Years,"Mar 15, 1989 ",England,Forward,Reading FC,9,€1.50m
7245,Yakou Méïté,24 Years,"Feb 11, 1996 ",Cote d'Ivoire,Forward,Reading FC,19,€1.50m
7246,Lucas Boyé,24 Years,"Feb 28, 1996 ",Argentina,Forward,Reading FC,18,€1.20m
7247,Danny Loader,19 Years,"Aug 28, 2000 ",England,Forward,Reading FC,15,€500k
7248,Cameron Dawson,24 Years,"Jul 7, 1995 ",England,Goalkeeper,Sheffield Wednesday,25,€500k
7249,Keiren Westwood,35 Years,"Oct 23, 1984 ",Ireland,Goalkeeper,Sheffield Wednesday,1,€300k
7250,Joe Wildsmith,24 Years,"Dec 28, 1995 ",England,Goalkeeper,Sheffield Wednesday,28,€100k
7251,Paul Jones,33 Years,"Jun 28, 1986 ",England,Goalkeeper,Sheffield Wednesday,36,€100k
7252,Tom Lees,29 Years,"Nov 28, 1990 ",England,Defender,Sheffield Wednesday,15,€3.50m
7253,Julian Börner,29 Years,"Jan 21, 1991 ",Germany,Defender,Sheffield Wednesday,13,€2.00m
7254,Dominic Iorfa,24 Years,"Jun 24, 1995 ",England,Defender,Sheffield Wednesday,27,€2.00m
7255,David Bates,23 Years,"Oct 5, 1996 ",Scotland,Defender,Sheffield Wednesday,26,€600k
7256,Morgan Fox,26 Years,"Sep 21, 1993 ",Wales,Defender,Sheffield Wednesday,3,€1.00m
7257,Liam Palmer,28 Years,"Sep 19, 1991 ",Scotland,Defender,Sheffield Wednesday,2,€1.20m
7258,Moses Odubajo,26 Years,"Jul 28, 1993 ",England,Defender,Sheffield Wednesday,22,€1.00m
7259,Osaze Urhoghide,19 Years,"Jul 4, 2000 ",England,Defender,Sheffield Wednesday,44,
7260,Sam Hutchinson,30 Years,"Aug 3, 1989 ",England,Midfielder,Sheffield Wednesday,23,€2.00m
7261,Joey Pelupessy,26 Years,"May 15, 1993 ",Netherlands,Midfielder,Sheffield Wednesday,8,€750k
7262,Kieran Lee,31 Years,"Jun 22, 1988 ",England,Midfielder,Sheffield Wednesday,5,€500k
7263,Barry Bannan,30 Years,"Dec 1, 1989 ",Scotland,Midfielder,Sheffield Wednesday,10,€3.00m
7264,Massimo Luongo,27 Years,"Sep 25, 1992 ",Australia,Midfielder,Sheffield Wednesday,21,€2.50m
7265,Kadeem Harris,26 Years,"Jun 8, 1993 ",England,Midfielder,Sheffield Wednesday,7,€1.50m
7266,Adam Reach,27 Years,"Feb 3, 1993 ",England,Midfielder,Sheffield Wednesday,20,€4.50m
7267,Josh Windass,26 Years,"Jan 9, 1994 ",England,Midfielder,Sheffield Wednesday,47,€2.00m
7268,Fraser Preston,22 Years,"Mar 5, 1998 ",Scotland,Forward,Sheffield Wednesday,37,€100k
7269,Alessio Da Cruz,23 Years,"Jan 18, 1997 ",Netherlands,Forward,Sheffield Wednesday,38,€2.40m
7270,Jacob Murphy,25 Years,"Feb 24, 1995 ",England,Forward,Sheffield Wednesday,14,€4.50m
7271,Manuel Hidalgo,20 Years,"May 3, 1999 ",Argentina,Forward,Sheffield Wednesday,-,€50k
7272,Fernando Forestieri,30 Years,"Jan 16, 1990 ",Italy,Forward,Sheffield Wednesday,45,€900k
7273,Jordan Rhodes,30 Years,"Feb 5, 1990 ",Scotland,Forward,Sheffield Wednesday,6,€2.00m
7274,Steven Fletcher,33 Years,"Mar 26, 1987 ",Scotland,Forward,Sheffield Wednesday,9,€1.70m
7275,Connor Wickham,27 Years,"Mar 31, 1993 ",England,Forward,Sheffield Wednesday,19,€1.50m
7276,Sam Winnall,29 Years,"Jan 19, 1991 ",England,Forward,Sheffield Wednesday,11,€500k
7277,Atdhe Nuhiu,30 Years,"Jul 29, 1989 ",Kosovo,Forward,Sheffield Wednesday,17,€500k
7278,Jack Stobbs,23 Years,"Feb 27, 1997 ",England,Forward,Sheffield Wednesday,-,€50k
7279,Joe Lumley,25 Years,"Feb 15, 1995 ",England,Goalkeeper,Queens Park Rangers,1,€750k
7280,Liam Kelly,24 Years,"Jan 23, 1996 ",Scotland,Goalkeeper,Queens Park Rangers,32,€750k
7281,Seny Dieng,25 Years,"Nov 23, 1994 ",Senegal,Goalkeeper,Queens Park Rangers,-,€250k
7282,Dillon Barnes,23 Years,"Apr 8, 1996 ",England,Goalkeeper,Queens Park Rangers,33,€50k
7283,Grant Hall,28 Years,"Oct 29, 1991 ",England,Defender,Queens Park Rangers,4,€1.50m
7284,Yoann Barbet,26 Years,"May 10, 1993 ",France,Defender,Queens Park Rangers,29,€1.50m
7285,Dominic Ball,24 Years,"Aug 2, 1995 ",England,Defender,Queens Park Rangers,12,€750k
7286,Conor Masterson,21 Years,"Sep 8, 1998 ",Ireland,Defender,Queens Park Rangers,23,€250k
7287,Ryan Manning,23 Years,"Jun 14, 1996 ",Ireland,Defender,Queens Park Rangers,14,€3.00m
7288,Lee Wallace,32 Years,"Aug 21, 1987 ",Scotland,Defender,Queens Park Rangers,3,€500k
7289,Todd Kane,26 Years,"Sep 17, 1993 ",England,Defender,Queens Park Rangers,2,€1.00m
7290,Ángel Rangel,37 Years,"Nov 28, 1982 ",Spain,Defender,Queens Park Rangers,22,€300k
7291,Osman Kakay,22 Years,"Aug 25, 1997 ",Sierra Leone,Defender,Queens Park Rangers,-,€250k
7292,Luke Amos,23 Years,"Feb 23, 1997 ",England,Midfielder,Queens Park Rangers,8,€1.50m
7293,Geoff Cameron,34 Years,"Jul 11, 1985 ",United States,Midfielder,Queens Park Rangers,5,€900k
7294,Charlie Owens,22 Years,"Dec 7, 1997 ",Northern Ireland,Midfielder,Queens Park Rangers,30,€100k
7295,Ilias Chair,22 Years,"Oct 30, 1997 ",Morocco,Midfielder,Queens Park Rangers,19,€2.50m
7296,Eberechi Eze,21 Years,"Jun 29, 1998 ",England,Midfielder,Queens Park Rangers,10,€10.00m
7297,Marc Pugh,33 Years,"Apr 2, 1987 ",England,Forward,Queens Park Rangers,7,€1.00m
7298,Olamide Shodipo,22 Years,"Jul 5, 1997 ",Ireland,Forward,Queens Park Rangers,17,€100k
7299,Jack Clarke,19 Years,"Nov 23, 2000 ",England,Forward,Queens Park Rangers,47,€6.00m
7300,Bright Osayi-Samuel,22 Years,"Dec 31, 1997 ",Nigeria,Forward,Queens Park Rangers,20,€2.20m
7301,Jordan Hugill,27 Years,"Jun 4, 1992 ",England,Forward,Queens Park Rangers,9,€7.00m
7302,Aramide Oteh,21 Years,"Sep 10, 1998 ",England,Forward,Queens Park Rangers,18,€100k
7303,Christian Walton,24 Years,"Nov 6, 1995 ",England,Goalkeeper,Blackburn Rovers,1,€1.00m
7304,Jayson Leutwiler,30 Years,"Apr 25, 1989 ",Canada,Goalkeeper,Blackburn Rovers,13,€250k
7305,Tosin Adarabioyo,22 Years,"Sep 24, 1997 ",England,Defender,Blackburn Rovers,24,€3.50m
7306,Darragh Lenihan,26 Years,"Mar 16, 1994 ",Ireland,Defender,Blackburn Rovers,26,€2.00m
7307,Derrick Williams,27 Years,"Jan 17, 1993 ",Ireland,Defender,Blackburn Rovers,3,€750k
7308,Charlie Mulgrew,34 Years,"Mar 6, 1986 ",Scotland,Defender,Blackburn Rovers,14,€500k
7309,Amari'i Bell,25 Years,"May 5, 1994 ",Jamaica,Defender,Blackburn Rovers,17,€1.00m
7310,Ryan Nyambe,22 Years,"Dec 4, 1997 ",Namibia,Defender,Blackburn Rovers,2,€900k
7311,Lewis Travis,22 Years,"Oct 16, 1997 ",England,Midfielder,Blackburn Rovers,27,€1.50m
7312,Jacob Davenport,21 Years,"Dec 28, 1998 ",England,Midfielder,Blackburn Rovers,18,€300k
7313,Joe Rothwell,25 Years,"Jan 11, 1995 ",England,Midfielder,Blackburn Rovers,8,€1.50m
7314,Bradley Johnson,32 Years,"Apr 28, 1987 ",England,Midfielder,Blackburn Rovers,4,€1.20m
7315,Corry Evans,29 Years,"Jul 30, 1990 ",Northern Ireland,Midfielder,Blackburn Rovers,29,€600k
7316,John Buckley,20 Years,"Oct 13, 1999 ",England,Midfielder,Blackburn Rovers,39,€400k
7317,Richard Smallwood,29 Years,"Dec 29, 1990 ",England,Midfielder,Blackburn Rovers,6,€300k
7318,Elliott Bennett,31 Years,"Dec 18, 1988 ",Jamaica,Midfielder,Blackburn Rovers,31,€1.00m
7319,Stewart Downing,35 Years,"Jul 22, 1984 ",England,Midfielder,Blackburn Rovers,19,€900k
7320,Bradley Dack,26 Years,"Dec 31, 1993 ",England,Midfielder,Blackburn Rovers,23,€8.00m
7321,Lewis Holtby,29 Years,"Sep 18, 1990 ",Germany,Midfielder,Blackburn Rovers,22,€1.00m
7322,Harry Chapman,22 Years,"Nov 5, 1997 ",England,Forward,Blackburn Rovers,11,€100k
7323,Adam Armstrong,23 Years,"Feb 10, 1997 ",England,Forward,Blackburn Rovers,7,€5.00m
7324,Sam Gallagher,24 Years,"Sep 15, 1995 ",England,Forward,Blackburn Rovers,9,€2.50m
7325,Ben Brereton,20 Years,"Apr 18, 1999 ",England,Forward,Blackburn Rovers,20,€2.50m
7326,Danny Graham,34 Years,"Aug 12, 1985 ",England,Forward,Blackburn Rovers,10,€600k
7327,Dominic Samuel,26 Years,"Apr 1, 1994 ",England,Forward,Blackburn Rovers,12,€250k
7328,Declan Rudd,29 Years,"Jan 16, 1991 ",England,Goalkeeper,Preston North End,1,€1.50m
7329,Connor Ripley,27 Years,"Feb 13, 1993 ",England,Goalkeeper,Preston North End,25,€250k
7330,Mathew Hudson,21 Years,"Jul 29, 1998 ",England,Goalkeeper,Preston North End,28,€150k
7331,Michael Crowe,24 Years,"Nov 13, 1995 ",Wales,Goalkeeper,Preston North End,13,€100k
7332,Ben Davies,24 Years,"Aug 11, 1995 ",England,Defender,Preston North End,6,€3.00m
7333,Patrick Bauer,27 Years,"Oct 28, 1992 ",Germany,Defender,Preston North End,21,€2.20m
7334,Jordan Storey,22 Years,"Sep 2, 1997 ",England,Defender,Preston North End,14,€1.50m
7335,Tom Clarke,32 Years,"Dec 21, 1987 ",England,Defender,Preston North End,5,€500k
7336,Paul Huntington,32 Years,"Sep 17, 1987 ",England,Defender,Preston North End,23,€250k
7337,Andrew Hughes,27 Years,"Jun 5, 1992 ",Wales,Defender,Preston North End,16,€1.50m
7338,Jack Armer,18 Years,"Apr 16, 2001 ",Scotland,Defender,Preston North End,-,€100k
7339,Darnell Fisher,26 Years,"Apr 4, 1994 ",England,Defender,Preston North End,2,€750k
7340,Joe Rafferty,26 Years,"Oct 6, 1993 ",Ireland,Defender,Preston North End,15,€600k
7341,Jack Baxter,19 Years,"Oct 27, 2000 ",England,Midfielder,Preston North End,30,€100k
7342,Alan Browne,24 Years,"Apr 15, 1995 ",Ireland,Midfielder,Preston North End,8,€4.00m
7343,Daniel Johnson,27 Years,"Oct 8, 1992 ",Jamaica,Midfielder,Preston North End,11,€3.50m
7344,Ben Pearson,25 Years,"Jan 4, 1995 ",England,Midfielder,Preston North End,4,€2.00m
7345,Brad Potts,25 Years,"Jul 3, 1994 ",England,Midfielder,Preston North End,44,€1.00m
7346,Tom Bayliss,21 Years,"Apr 6, 1999 ",England,Midfielder,Preston North End,7,€800k
7347,Ryan Ledson,22 Years,"Aug 19, 1997 ",England,Midfielder,Preston North End,18,€600k
7348,Paul Gallagher,35 Years,"Aug 9, 1984 ",Scotland,Midfielder,Preston North End,12,€300k
7349,Adam O'Reilly,18 Years,"May 11, 2001 ",Ireland,Midfielder,Preston North End,32,€100k
7350,Josh Harrop,24 Years,"Dec 15, 1995 ",England,Midfielder,Preston North End,10,€800k
